Name,Common name,SMILE,Odor,target,Odor Class,ABCIndex,Acidic Group Count,Basic Group Count,Adjacency Matrix,Aromatic Atom Count,Aromatic Bond Count,Atom Count,Autocorrelation ATS,Autocorrelation ATSC,BalabanJ,Barysz Matrix ,BCUT,BertzCT,BondCount,CarbonTypes,Chi,ConstitutionalSum,ConstitutionalMean,DistanceMatrix,EccentricConnectivityIndex,AtomTypeEState,EtaCoreCount,EtaShapeIndex,EtaVEMCount,FragmentComplexity,Framework,HBondAcceptor,HBondDonor,InformationContent,VMcGowan,LabuteASA,MID,PathCount,APol,Bpol,RingCount,nRot,SLogP,JGT10,Diameter,TopoShapeIndex,TopoPSA,Vabc,VAdjMat,MWC01,MW,WPath,Zagreb1
"3,7-dimethyloct-6-enenitrile",citronellyl nitrile,CC(CCC=C(C)C)CC#N,"fresh,lemon, metallic",3,Citrus,7.399237211,0,0,0.279327862,0,0,28,1656.110347,839.0578467,3.09962083,32.78002243,14.05417027,158.2018156,27,3,8.690234444,15.3634999,0.548696425,36.59051034,122,0,5.4,0.351851852,9.25,10.01,0,1,0,1.139278163,148.84,69.72670671,20.4861167,10,29.135481,17.624519,0,4,3.28258,0.477839449,8,1,23.79,184.6036949,4.321928095,10,151.1360995,194,42
beta-cubebene,beta-cubebene,CC1CCC(C2C13C2C(=C)CC3)C(C)C,"citrus, fruity, radish",3,Citrus,12.11178535,0,0,0.218482272,0,0,39,2188.347351,1117.532391,1.883010754,42.96402218,12.30989217,301.1601712,41,3,10.79252874,21.50193365,0.551331632,44.02738314,160,0,7.5,0.266666667,9.5,79,0.256410256,0,0,0.961236605,185.33,94.14134414,30.36726496,17,41.053032,24.076968,3,1,4.2709,0.610513416,6,1,0,228.2904015,5.087462841,17,204.1878008,319,90
z-4-oxo-7-decenal,z-4 decenal,CCC=CCCC(=O)CCC=O,"citrus, aldehydic,orange",3,Citrus,7.887564393,0,0,0.254731351,0,0,28,1970.834236,960.0002469,3.02387522,40.76940784,16.01115617,159.2215146,27,1,9.234204519,15.76422064,0.56300788,45.5558592,163,0,5.666666667,0.205882353,10,11.02,0,2,0,1.263809174,150.6,73.65717123,22.65054885,11,28.972688,17.787312,0,7,2.281,0.313111147,10,1,34.14,191.1873882,4.459431619,11,168.1150298,262,44
dihydronootkatone,dihydronootkatone,CC1CC(=O)CC2C1(CC(CC2)C(=C)C)C,"citrus,peel, grapefruit",3,Citrus,12.45363387,0,0,0.223506725,0,0,40,2444.315352,1230.396184,2.128864043,48.86891395,16.01005093,317.3966411,41,3,11.92228525,22.21673275,0.555418319,51.3812497,193,0,7.833333333,0.29787234,11.25,49.01,0.25,1,0,1.105866621,197.76,99.30869739,31.82293719,17,41.855032,24.944968,2,1,3.9841,0.67392402,8,1,17.07,246.8006285,5.087462841,17,220.1827154,397,86
dipentene,limonene,CC1=CCC(CC1)C(=C)C,"citrus,herbal,terpene",3,Citrus,7.358797097,0,0,0.299535239,0,0,26,1458.898234,745.0215938,2.259902596,22.24092625,12.29563565,162.8771238,26,2,7.560477932,14.33462243,0.551331632,24.79457074,88,0,5,0.3,7,10,0.230769231,0,0,0.961236605,132.3,63.63869284,19.38570823,10,27.368688,16.051312,1,1,3.3089,0.540426055,6,1,0,163.8869343,4.321928095,10,136.1252005,120,46
2-Ethylhexanol,2-Ethylhexanol,CCCCC(CC)CO,"citrus,fresh,floral",3,Citrus,5.656854249,0,0,0.301532098,0,0,27,1428.370121,800.2177743,3.092246195,23.64140678,16.00203708,48.52932501,26,3,7.112884175,13.59124934,0.503379605,24.09878462,74,0,4.333333333,0.307692308,4.25,8.01,0,1,1,1.086048612,129.45,58.08807958,16.66420735,8,26.164274,18.057726,0,5,2.1951,0.372152778,6,1,20.23,155.7145677,4,8,130.1357652,104,32
"3,7-Dimethylocta-1,6-dien-3-ol",linalool,CC(=CCCC(C)(C=C)O)C,"citrus, floral, sweet",3,Citrus,7.607684657,0,0,0.262378548,0,0,29,1716.898363,896.4160179,3.376278757,30.07400472,16.0020448,150.2557124,28,3,8.905777394,15.59124934,0.537629288,33.84978195,109,0,5.333333333,0.4375,7.25,10.01,0,1,1,1.124259237,149.03,69.43875775,20.25493536,10,29.504274,18.057726,0,4,2.6698,0.65406718,7,0.75,20.23,185.0336202,4.321928095,10,154.1357652,180,46
neryl alcohol,nerol,CC(=CCCC(=CCO)C)C,"sweet, natural,neroli",3,Citrus,7.399237211,0,0,0.279327862,0,0,29,1716.898363,896.4160179,3.09962083,31.56446128,16.00203768,150.2557124,28,4,8.690234444,15.59124934,0.537629288,36.59051034,122,0,5.333333333,0.34375,7.25,10.01,0,1,1,1.124259237,149.03,69.43875775,20.4861167,10,29.504274,18.057726,0,4,2.6714,0.477839449,8,1,20.23,185.0336202,4.321928095,10,154.1357652,194,42
alpha-sinensal,alpha-sinensal,CC(=CCC=C(C)C=C)CCC=C(C)C=O,"citrus, orange, mandarin",3,Citrus,10.93477112,0,0,0.230769948,0,0,38,2442.283224,1187.74755,3.338288969,62.81905302,16.01004155,316.3266529,37,3,12.38890506,21.67490495,0.570392235,75.56610956,271,0,7.833333333,0.29787234,13.25,15.01,0,1,0,1.123957657,206.58,99.2515506,30.3020571,15,40.521446,22.938554,0,7,4.3805,0.468494104,12,1,17.07,263.6041695,4.906890596,15,218.1670653,583,64
"	
1-Aminopropan-2-ol",Isopropanolamine,CC(CN)O,"fishy, pungent",4,Fishy,3.047206724,0,1,0.426197263,0,0,14,894.100989,491.1251089,2.539538861,6.89012958,16.00204006,20.85475297,13,2,4.28445705,6.910987788,0.493641985,7.459294271,19,0,2.233333333,0.552238806,2.5,4.02,0,2,2,1.429911171,68.98,31.60325971,8.696801932,4,12.913137,8.458863,0,1,-0.6741,0.486111111,3,0.5,46.25,80.23140217,3,4,75.06841391,18,16
"	
trimethylamine","	
trimethylamine",CN(C)C,"fishy,oily,ranicd",4,Fishy,2.449489743,0,1,0.482962913,0,0,13,638.132988,369.3461769,2.323790008,4,14.02504138,8,12,0,3.577350269,6.196188683,0.476629899,4.645751311,9,0,1.9,0.789473684,2.25,3.01,0,1,0,1.140115679,63.11,27.22896893,6.732050808,3,12.111137,10.738863,0,0,0.1778,0.5,2,1,3.24,71.44117522,2.584962501,3,59.07349929,9,12
2-methyl piperidine,pipicoline,CC1CCCCN1,"amine, fishy, seafood",4,Fishy,5.059137268,0,1,0.370595007,0,0,20,1074.989607,583.1857406,2.12291795,11.54425245,14.01703431,46.14170945,20,2,5.112884175,10.27984429,0.513992215,12.17044963,45,0,3.4,0.147058824,4,7.01,0.3,1,1,1.141153528,94.52,45.10799263,13.67682532,7,19.788309,13.611691,1,0,1.1484,0.34702381,4,0.333333333,12.03,110.9726719,3.807354922,7,99.10479942,42,30
pyridine,pyridine,C1=CC=NC=C1,"sickening, sour,putrid",4,Fishy,4.242640687,0,0,0.40824829,6,6,11,922.596974,353.7673009,2,5.676981474,14.02945877,75.86113959,11,0,4.242640687,7.112533076,0.646593916,9,36,0,2.9,0,9.5,6.01,0.545454545,1,0,1.348587896,67.53,36.6510511,11.8125,6,12.783965,6.156035,1,0,1.0816,0,3,0,12.89,74.86730987,3.584962501,6,79.04219916,27,24
Thiophene-2-thiol,thiophenethiol,C1=CSC(=C1)S,"roast coffee, fishy",4,Fishy,4.352030487,0,0,0.399872143,5,5,10,2636.80794,1286.656898,2.18410557,4.21987221,32.06343032,109.1085055,10,0,4.405777394,7.457765113,0.745776511,8.82187003,29,0,3.666666667,0.227272727,7.5,6.02,0.5,2,1,1.521928095,80.46,46.22683305,11.57549817,6,15.147172,8.932828,1,0,2.0368,0.341269841,3,0.5,0,86.22907195,3.584962501,6,115.9754421,26,26
"4,5 dimethyl thiazole","4,5 dimethyl thiazole",CC1=CC2=C(C=C1C)N=C(N2)C3=CSC=N3,"fishy,amine,savory",4,Fishy,12.82538132,0,0,0.23031107,14,15,27,3358.777903,1411.409436,1.624719499,37.57140032,32.06224543,598.6349887,29,2,11.12095586,18.44099837,0.68299994,54.96717076,225,0,8.033333333,0.124481328,22.5,84.04,0.518518519,3,1,1.576065824,167.85,97.18886574,32.95276077,18,33.574723,16.345277,3,1,3.30324,0.447261982,8,0.6,41.57,182.0194574,5.169925001,18,229.0673684,426,88
Hexylamine,hexylamine,CCCCCCN,"ammoniacal, musty,fishy",4,Fishy,4.242640687,0,1,0.359095678,0,0,22,1077.021735,611.5661328,2.447472888,16.37139944,14.01306771,23.3609904,21,2,5.535533906,10.82167209,0.491894186,16.6253823,54,0,3.4,0.264705882,3.25,6.01,0,1,1,1.090652803,105.38,45.9038523,12.83378878,6,21.121895,14.478105,0,4,1.5254,0.213472222,6,1,26.02,123.3291309,3.584962501,6,101.1204495,56,22
dimethyl sulfide,dimethyl sulfide,CSC,"sulfury, onion, sweet corn",4,Fishy,1.414213562,0,0,0.569035594,0,0,9,1322.468226,893.564126,1.632993162,1.221500234,32.06120703,2.754887502,8,0,2.707106781,4.812538164,0.534726463,2.732050808,6,0,1.833333333,0.545454545,1,2.01,0,1,0,1.224394445,55.39,25.22730317,4.914213562,2,10.240758,8.479242,0,0,0.9792,0.25,2,1,0,61.65745387,2,2,62.01902119,4,6
3-(methylthio)butanal,3-(methylthio)butanal,CC(CC=O)SC,"green,musk,buchu",4,Fishy,4.352030487,0,0,0.351198129,0,0,17,2015.292846,1193.538632,2.831819966,10.81697389,32.06110264,54.04184398,16,1,5.698670613,9.610992876,0.565352522,14.86357869,45,0,3.666666667,0.363636364,4.75,6.02,0,2,0,1.450467463,99.23,48.48365161,12.66537523,6,18.71993,13.36007,0,3,1.3269,0.437777778,5,0.666666667,17.07,119.6991775,3.584962501,6,118.0452359,50,24
octen-1-ol,octen-1-ol,CCCCCCC=CO,"green, melon, watery",4,Fishy,5.656854249,0,0,0.313732835,0,0,25,1426.337993,768.774544,2.595082707,25.59316598,16.0020442,66.96788691,24,1,6.949747468,13.04942153,0.521976861,27.74218932,96,0,4.333333333,0.192307692,5.25,8.01,0,1,1,1.12385619,125.15,57.39847655,16.82976754,8,24.830688,16.051312,0,5,3.0285,0.174198696,8,1,20.23,153.0781087,4,8,128.1201151,120,30
"3,6-Nonadien-1-ol","3,6-nonadienol",CCC=CCC=CCCO,"green,melon,fatty",4,Fishy,6.363961031,0,0,0.296568711,0,0,26,1570.602114,814.3201495,2.647604849,29.33250276,16.00203736,103.2958938,25,2,7.656854249,14.04942153,0.540362367,34.34287175,122,0,4.833333333,0.172413793,6.75,9.01,0,1,1,1.141619525,134.94,63.07381563,18.82909733,9,26.500688,16.051312,0,5,2.2813,0.158601348,9,0.8,20.23,167.737635,4.169925001,9,140.1201151,165,34
2-tert-butyl-5-(chloromethyl)pyrazine,2-tert-butyl pyrazine,CC(C)(C)C1=NC=C(N=C1)CCl,"minty,green,bell pepper",6,Minty,8.900427685,0,0,0.266141059,6,6,25,2960.680519,1596.604483,2.358824869,26.63420123,35.45051672,248.2261998,25,4,9.190234444,15.12866375,0.60514655,34.76781948,126,0,6.014285714,0.368171021,13.25,12.03,0.24,2,0,1.498454536,146.11,77.99867588,23.17626172,12,28.078309,15.831691,1,1,2.5129,0.648076297,7,0.75,25.78,170.2590794,4.584962501,12,184.0767261,201,58
"(4R,6R)-p-mentha-1,8-dien-6-ol",cis carveol,CC1=CCC(CC1O)C(=C)C,"minty, spearmint",6,Minty,8.134853563,0,0,0.282169881,0,0,27,1714.866235,856.4920065,2.395634122,25.49715005,16.00204104,191.0494581,27,2,8.43072142,15.04942153,0.557385983,28.53414415,99,0,5.333333333,0.34375,7.75,11.01,0.222222222,1,1,1.154173393,138.17,68.43292659,21.23518733,11,28.170688,16.051312,1,1,2.2797,0.569241823,6,1,20.23,172.6771613,4.459431619,11,152.1201151,152,52
"1,4 cineole",isocineole,CC(C)C12CCC(O1)(CC2)C,"minty, cooling piney, camphoraceous",6,Minty,8.80137004,0,0,0.279490111,0,0,29,1716.898363,896.4160179,2.202818982,23.61804582,16.00403021,163.7115907,30,3,8.112884175,15.59124934,0.537629288,24.7360799,89,0,5.333333333,0.28125,6.5,34.01,0.24137931,1,0,1.124259237,135.91,69.12561298,21.86890495,12,29.504274,19.793726,2,1,2.7441,0.698452381,5,0.666666667,9.23,165.5936202,4.584962501,12,154.1357652,132,64
cyclohexyl ethyl acetate,cyclohexyl ethyl acetate,CC(=O)OCCC1CCCCC1,"mint,rose,raspberry",6,Minty,8.704060974,0,0,0.260670872,0,0,30,1972.866364,1006.674914,1.976774803,36.24487478,16.01398472,136.7740057,30,2,8.811554788,16.30604844,0.543534948,40.06837277,150,0,5.666666667,0.147058824,8.25,12.02,0.2,2,0,1.230959563,148.34,74.29296623,23.54000439,12,30.306274,20.661726,1,3,2.5199,0.344247688,8,1,26.3,184.1038472,4.584962501,12,170.1306798,233,52
"para-menthane-3,8-diol","para-menthane-3,8-diol",CC1CCC(C(C1)O)C(C)(C)O,"minty,herbal,eucalyptus",6,Minty,9.07876717,0,0,0.267251687,0,0,32,1974.898492,1047.515248,2.565300112,31.04451504,16.0031061,148.4077941,32,3,9.353371151,16.84787625,0.526496133,31.96799227,106,0,5.666666667,0.382352941,6.5,12.02,0.1875,2,2,1.198192411,152.64,74.60636641,23.00487925,12,31.63986,20.06414,1,1,1.5544,0.705522169,6,1,40.46,186.7403061,4.584962501,12,172.1463299,186,60
"(3,3,5-trimethylcyclohexyl) acetate",homomenthyl acetate,CC1CC(CC(C1)(C)C)OC(=O)C,"sweet, minty, spicy clove",6,Minty,9.8383948,0,0,0.249213825,0,0,33,2119.162613,1090.109588,2.476225214,34.84891992,16.01398671,196.2669598,33,4,10.06047793,17.84787625,0.540844735,38.77242249,125,0,6.166666667,0.378378378,8.75,13.02,0.181818182,2,0,1.211293825,162.43,80.65790835,25.01464869,13,33.30986,22.66814,1,1,2.7643,0.704609696,6,1,26.3,201.3998324,4.700439718,13,184.1463299,244,64
methyl 2-hydroxy-5-methylbenzoate,methyl 5-methyl salicylate,CC1=CC(=C(C=C1)O)C(=O)OC,"minty, fruity, cherry",6,Minty,8.732570544,0,0,0.264885407,6,6,22,2076.441732,821.2388695,2.480386804,24.76223308,16.01432099,304.6419995,22,1,9.137828202,13.85353633,0.629706197,33.08516122,110,0,5.5,0.303030303,15,12.03,0.272727273,3,1,1.436545552,127.22,70.59553054,23.23210951,12,24.10393,12.63607,1,1,1.48722,0.526857639,6,1,46.53,156.7887121,4.584962501,12,166.0629942,192,56
