Name,Common name,SMILE,Odor,target,Odor Class,ABCIndex,Acidic Group Count,Basic Group Count,Adjacency Matrix,Aromatic Atom Count,Aromatic Bond Count,Atom Count,Autocorrelation ATS,Autocorrelation ATSC,BalabanJ,Barysz Matrix ,BCUT,BertzCT,BondCount,CarbonTypes,Chi,ConstitutionalSum,ConstitutionalMean,DistanceMatrix,EccentricConnectivityIndex,AtomTypeEState,EtaCoreCount,EtaShapeIndex,EtaVEMCount,FragmentComplexity,Framework,HBondAcceptor,HBondDonor,InformationContent,VMcGowan,LabuteASA,MID,PathCount,APol,Bpol,RingCount,nRot,SLogP,JGT10,Diameter,TopoShapeIndex,TopoPSA,Vabc,VAdjMat,MWC01,MW,WPath,Zagreb1
Benzyl 2-methylcrotonate,benzyl tiglate,CC=C(C)C(=O)OCC1=CC=CC=C1,"earthy,mushroom,green",7,Earthy,10.07783442,0,0,0.251339469,6,6,28,2257.33035,964.7582584,2.116214319,39.76369502,16.01398423,325.4347828,28,3,10.38890506,17.22239284,0.615085458,51.10480839,195,0,6.666666667,0.2,16.25,14.02,0.214285714,2,0,1.295836389,159.32,84.2065201,27.3567881,14,30.979102,16.648898,1,3,2.696,0.413993689,9,0.8,26.3,197.2499819,4.807354922,14,190.0993797,347,62
difurfuryl sulfide,difurfuryl sulfide,C1=COC(=C1)CSCC2=CC=CO2,"mild, earthy, fungal",7,Earthy,9.899494937,0,0,0.273038346,10,10,23,2992.581452,1352.0473,1.520330935,29.35412173,32.06099822,289.4481088,24,2,8.932875131,15.32579198,0.666338782,45.74297104,184,0,6.5,0,16,40.03,0.565217391,3,0,1.547972308,140.93,80.93015011,26.36179837,14,27.87193,15.96407,2,4,3.306,0.219605426,8,1,26.28,160.5470359,4.807354922,14,194.0401506,290,62
dodecan-1-ol,1-dodecanol,CCCCCCCCCCCCO,"earthy, soapy,waxy",7,Earthy,8.485281374,0,0,0.258040575,0,0,39,2013.555117,1123.241709,2.758149818,57.77198013,16.00203816,71.19366194,38,2,9.778174593,19.75856055,0.506629758,58.31391262,216,0,6.333333333,0.131578947,6.25,12.01,0,1,1,1.048710355,185.81,83.54784804,24.8285109,12,38.178618,26.083382,0,10,3.8996,0.116689171,12,1,20.23,224.8985086,4.584962501,12,186.1983655,364,46
2-ethylfenchol,ethyl fenchol,CCC1(C(C2CCC1(C2)C)(C)C)O,"earthy, ground, rooty",7,Earthy,10.28409118,0,0,0.251945218,0,0,35,2009.490861,1059.895368,2.452002229,30.46187814,16.00204498,226.5240883,36,4,9.905777394,18.67490495,0.533568713,30.90391066,103,0,6.333333333,0.368421053,7.25,40.01,0.2,1,1,1.097081714,164.09,81.53618573,25.52322694,14,35.511446,22.070554,2,1,2.9737,0.796977513,5,0.666666667,20.23,200.1855907,4.807354922,14,182.1670653,195,78
"	
3-hydroxy-3-methyl-2,4-nonanedione",lactadione,CCCCCC(=O)C(C)(C(=O)C)O,"rubbery,earthy,plastic",7,Earthy,9.008068905,0,0,0.229903764,0,0,31,2228.834365,1109.820333,3.867770934,40.96523352,16.01148927,194.3465391,30,3,10.48312766,17.02084755,0.549059598,43.60242427,148,0,6,0.416666667,9.75,12.03,0,3,1,1.30797636,160.77,79.14100801,24.07516144,12,31.108274,19.793726,0,6,1.4758,0.644491173,8,1,54.37,202.6140741,4.584962501,12,186.1255944,272,56
methyl (E)-hex-3-enoate,methyl hex-3-enoate,CCC=CCC(=O)OC,"fruity, estry, green",7,Earthy,5.766244049,0,0,0.30429031,0,0,21,1533.977617,751.701177,2.876622595,21.01236401,16.01413443,105.4837784,20,1,7.112884175,11.68056503,0.556217382,25.41191019,85,0,4.166666667,0.32,7.25,8.02,0,2,0,1.312744353,112.63,55.51436801,16.65751855,8,21.295516,14.642484,0,3,1.5157,0.379930839,7,0.75,26.3,141.9358915,4,8,128.0837296,110,32
3-octanol,3-octanol,CCCCCC(CC)O,"earthy, mushroom, dairy",7,Earthy,5.766244049,0,0,0.30429031,0,0,27,1428.370121,800.2177743,2.876622595,24.99123627,16.00204035,52.52932501,26,2,7.112884175,13.59124934,0.503379605,25.41191019,85,0,4.333333333,0.307692308,4.25,8.01,0,1,1,1.086048612,129.45,58.08807958,16.65751855,8,26.164274,18.057726,0,5,2.3376,0.379930839,7,0.75,20.23,155.7145677,4,8,130.1357652,110,32
spathulenol,spathulenol,CC1(C2C1C3C(CCC3(C)O)C(=C)CC2)C,"earthy, herbal, fruity",7,Earthy,13.12639722,0,0,0.219638242,0,0,40,2444.315352,1230.396184,1.94932946,45.02103736,16.00204623,339.3441143,42,3,11.71517847,22.21673275,0.555418319,46.58816537,164,0,7.833333333,0.29787234,10.25,84.01,0.275,1,1,1.105866621,191.2,98.93557789,32.18649689,18,41.855032,24.076968,3,0,3.3858,0.666612495,6,1,20.23,237.0806285,5.169925001,18,220.1827154,363,98
bornyl formate,bornyl formate,CC1(C2CCC1(C(C2)OC=O)C)C,"green, earthy, herbal",7,Earthy,10.15829735,0,0,0.244962225,0,0,31,2117.130485,1045.523996,2.223697825,30.82929866,16.0139724,234.244778,32,3,9.690234444,17.30604844,0.558259627,34.4873154,131,0,6.166666667,0.297297297,9.25,40.02,0.225806452,2,0,1.240893155,151.57,79.65207719,25.80666346,14,31.976274,20.661726,2,2,2.3742,0.692832457,6,1,26.3,189.0433735,4.807354922,14,182.1306798,215,74
butyl propionate,butyl propionate,CCCCOC(=O)CC,"sweet, estry, banana",7,Earthy,5.766244049,0,0,0.30429031,0,0,23,1536.009745,799.1117029,2.876622595,22.21822852,16.01398101,78.98533617,22,3,7.112884175,12.22239284,0.531408384,25.41191019,85,0,4.166666667,0.32,6.25,8.02,0,2,0,1.264672679,116.93,56.20397104,16.65751855,8,22.629102,16.648898,0,4,1.7397,0.379930839,7,0.75,26.3,144.5723505,4,8,130.0993797,110,32
isoborneol,isoborneol,CC1(C2CCC1(C(C2)O)C)C,"pine, camphor, earthy",7,Earthy,8.853473583,0,0,0.28011011,0,0,29,1716.898363,896.4160179,2.396254979,22.49377938,16.00204102,185.3117986,30,3,8.276020882,15.59124934,0.537629288,22.99476735,73,0,5.333333333,0.34375,6.25,34.01,0.24137931,1,1,1.124259237,135.91,68.8063015,21.77328534,12,29.504274,18.057726,2,0,2.1935,0.696828878,4,1,20.23,165.5936202,4.584962501,12,154.1357652,123,66
2-acetyl 3-methyl pyrazine,2-acetyl 3-methyl pyrazine,CC1=NC=CN=C1C(=O)C,"roasted coffee, cocoa, popcorn",2,Coffee,7.318356982,0,0,0.296474416,6,6,18,1666.337458,636.4534738,2.39604491,17.16109104,16.01005175,257.5379489,18,2,7.560477932,11.39803745,0.633224303,23.44376108,76,0,4.633333333,0.287769784,13.75,10.03,0.333333333,3,0,1.633731421,107.26,59.12704752,19.38481891,10,20.026344,11.173656,1,1,0.98762,0.475758547,5,0.666666667,42.85,126.6098089,4.321928095,10,136.0636629,114,46
difurfuryl disulfide,coffee difuran,C1=COC(=C1)CSSCC2=CC=CO2,"sulfurous,coffee,furfuryl mercaptan",2,Coffee,10.60660172,0,0,0.263139004,10,10,24,4020.425052,1886.453766,1.457739514,31.65530672,32.16050747,303.8504001,25,2,9.639981913,16.51284673,0.688035281,54.6594049,222,0,7.333333333,0,16.5,43.04,0.583333333,4,0,1.650022422,157.28,90.45322222,28.36166019,15,30.77193,15.96407,2,5,3.9542,0.211098668,9,0.8,26.28,179.0560604,4.906890596,15,226.0122216,373,66
2-(furan-2-yloxy)furan,difuryl ether,C1=COC(=C1)OC2=CC=CO2,"coffee, nutty, earthy",2,Coffee,8.485281374,0,0,0.293401891,10,10,17,1928.113355,602.2358439,1.705949139,19.58070247,16.01548256,261.6984453,18,0,7.518661569,11.76988072,0.692345925,30.16898571,118,0,5,0,16,34.03,0.647058824,3,0,1.483659164,102.27,63.19070108,22.36262746,12,19.766758,11.227242,2,2,2.6649,0.231157407,6,1,35.51,116.2362679,4.584962501,12,150.0316941,162,54
furan-2-ylmethyl 3-methylbutanoate,fufuryl isovalerate,CC(C)CC(=O)OCC1=CC=CO1,"berry,fruity,grape",2,Coffee,9.520557555,0,0,0.25090564,5,5,27,2224.770109,995.0010734,2.030812976,37.46487647,16.01458885,249.1433914,27,3,9.681798276,15.93719194,0.590266368,45.82620358,166,0,6,0.222222222,13.25,13.03,0.185185185,3,0,1.374252785,145.61,77.6904524,25.24994238,13,28.441102,18.384898,1,4,2.3689,0.443350586,8,1,39.44,176.7211562,4.700439718,13,182.0942943,289,58
1-(furan-2-yl)ethanethiol,methyl furfuryl thiol,CC(C1=CC=CO1)S,"roasted coffee, sulfurous,cooked meat",2,Coffee,5.835193734,0,0,0.336615739,5,5,16,2157.524839,1130.498606,2.242040082,11.52859087,32.06060397,143.5719615,16,1,5.983127663,10.06916507,0.629322817,15.92690319,51,0,4.166666667,0.32,8.5,8.02,0.3125,2,1,1.530639062,98.16,54.11068328,15.42009782,8,19.056344,12.221656,1,1,2.2704,0.385185185,4,1,13.14,111.1022449,4,8,128.0295859,62,36
"3,6-dimethyl-4,5,6,7-tetrahydro-1-benzofuran",menthofuran,CC1CCC2=C(C1)OC=C2C,"diffusive, pungent,musty",2,Coffee,8.623180745,0,0,0.284743577,5,5,25,1712.834107,810.1801534,2.001279461,22.29763189,16.01028549,259.8365354,26,2,7.844934983,14.50759373,0.580303749,26.34121259,103,0,5.333333333,0.1875,10.5,34.01,0.36,1,0,1.182966195,127.31,67.40955392,22.28483786,12,26.837102,15.780898,2,0,2.71282,0.486837263,6,1,13.14,149.4207023,4.584962501,12,150.1044651,141,58
1-(furan-2-yl)ethanone,acetyl furan,CC(=O)C1=CC=CO1,"sweet balsam, almond, cocoa",2,Coffee,5.835193734,0,0,0.336615739,5,5,14,1383.617112,517.5705017,2.242040082,11.47338323,16.01150114,174.4184221,14,1,5.983127663,9.05508162,0.646791544,15.92690319,51,0,3.666666667,0.227272727,10.25,8.02,0.357142857,2,0,1.448815636,83.38,47.11713871,15.42009782,8,15.624758,8.623242,1,1,1.4822,0.385185185,4,1,30.21,98.7469884,4,8,110.0367794,62,36
5-methyl furfural,5-methyl furfural,CC1=CC=C(O1)C=O,"sweet, caramellic, bready",2,Coffee,5.766244049,0,0,0.333602758,5,5,14,1383.617112,517.5705017,2.218336754,11.31856192,16.01149886,188.1635346,14,1,5.983127663,9.05508162,0.646791544,16.32222086,59,0,3.666666667,0.227272727,10.25,8.02,0.357142857,2,0,1.448815636,83.38,47.11713871,15.46568272,8,15.624758,8.623242,1,1,1.40052,0.479907407,5,0.666666667,30.21,98.7469884,4,8,110.0367794,63,36
3-mercapto-3-methyl butyl formate,3-mercapto-3-methyl butyl formate,CC(C)(CCOC=O)S,"sulfurous,catty, caramelised onion",2,Coffee,6.133610117,0,0,0.29308786,0,0,21,2417.557096,1371.40622,3.072989461,19.77232214,32.06060411,85.54887502,20,3,7.328427125,11.86761978,0.565124752,23.96344545,76,0,4.5,0.481481481,6.25,8.03,0,3,1,1.509968613,119.19,60.99409559,16.43623173,8,22.525516,17.102484,0,4,1.2579,0.593833333,6,1,26.3,145.7853897,4,8,148.0558006,104,36
1-hydroxybutan-2-one,hydroxybutanone,CCC(=O)CO,"sweet,coffee,brown",2,Coffee,3.644923706,0,0,0.383465882,0,0,14,1097.120998,542.6447669,2.754184786,9.360840389,16.01023055,43.509775,13,2,4.991563832,7.596909424,0.542636387,10.74240473,29,0,2.666666667,0.4375,4.5,5.02,0,2,1,1.378783493,74.66,36.78983322,10.6758508,5,13.618344,8.893656,0,2,-0.0422,0.464583333,4,1,37.3,92.6843948,3.321928095,5,88.0524295,31,20
2-methylquinoxaline,2-methyl quinoxaline,CC1=CC2=C(C=C1C)N(C(=O)C(=O)N2)CC(C(C(CO)O)O)O,"toasted coffee, roasted coffee, nutty",2,Coffee,17.45321055,0,0,0.17414218,10,11,43,4112.483199,1666.160062,2.098837231,81.31199569,16.01288901,825.052513,44,4,17.3090366,26.2229998,0.609837205,103.4874193,397,0,10.3,0.291262136,24.75,70.08,0.23255814,7,5,1.645992759,234.17,130.8169091,45.40599279,24,45.39786,24.08014,2,5,-1.61836,0.578612979,11,0.833333333,135.78,283.0359076,5.584962501,24,324.1321364,1150,118
